overcrowding_by_bedrooms,rooms,overcrowding_by_rooms,bathroom,refrigerator,num_tablets,males_under_12,males_over_12,num_males,females_under_12,females_over_12,num_females,persons_under_12,persons_over_12,num_persons,years_school,ceiling,disable_person,female,under_10,num_minors,num_adults,num_over_65,mean_edu_adults,num_bedrooms,overcrowding_persons_per_room,computer,tv,num_mobile_phones,urban,age,Target,new_calc_dep,overall_condition,roof_material_fiber_cement,roof_material_metal,roof_material_natural_fibers_roof,roof_material_other_roof,elec_provider_cooperative,elec_provider_none_electricity,elec_provider_private_plant,elec_provider_public,wall_material_block_brick,wall_material_natural_fibers,wall_material_other_wall,wall_material_prefabricated_cement,wall_material_waste_material,wall_material_wood,wall_material_wood_zinc_absbesto,wall_material_zink,house_ownership_other_house,house_ownership_own,house_ownership_own_installments,house_ownership_precarious,house_ownership_rented,region_brunca,region_central,region_chorotega,region_huetar_atlantic,region_huetar_norte,region_pacific_central,water_supply_inside,water_supply_outside,water_supply_water_none,cooking_supply_charcoal,cooking_supply_electricity,cooking_supply_energy_none,cooking_supply_gas,floor_material_cement,floor_material_natural_material_floor,floor_material_none_floor,floor_material_other_floor,floor_material_tile,floor_material_wood_floor,sewage_letrine,sewage_no_toilet,sewage_other_sewage,sewage_septic_tank,sewage_sewer_cesspool,thrash_disposal_burning,thrash_disposal_hollow_buried,thrash_disposal_other_disposal,thrash_disposal_tanker truck,thrash_disposal_throwing_space
0,6,0,1,1,1.0,0,1,1,0,3,3,0,4,4,11,1,0,1,0,1,3,0,10.0,4,1.0,0,1,4,1,21,4,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,6,0,1,1,1.0,0,1,1,0,3,3,0,4,4,8,1,0,1,0,1,3,0,10.0,4,1.0,0,1,4,1,46,4,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,6,0,1,1,0.0,0,3,3,0,3,3,0,6,6,6,1,0,1,0,2,4,0,12.5,4,1.5,0,0,6,1,13,4,0.0,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,6,0,1,1,0.0,0,3,3,0,3,3,0,6,6,10,1,0,1,0,2,4,0,12.5,4,1.5,0,0,6,1,19,4,0.0,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,6,0,1,1,0.0,0,3,3,0,3,3,0,6,6,6,1,0,1,0,2,4,0,12.5,4,1.5,0,0,6,1,49,4,0.0,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,6,0,1,1,0.0,0,3,3,0,3,3,0,6,6,15,1,0,0,0,2,4,0,12.5,4,1.5,0,0,6,1,23,4,0.0,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,6,0,1,1,0.0,0,3,3,0,3,3,0,6,6,13,1,0,0,0,2,4,0,12.5,4,1.5,0,0,6,1,25,4,0.0,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,6,0,1,1,0.0,0,3,3,0,3,3,0,6,6,6,1,0,0,0,2,4,0,12.5,4,1.5,0,0,6,1,44,4,0.0,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,4,0,1,1,4.0,0,2,2,0,2,2,0,4,4,15,1,0,1,0,0,4,0,11.5,3,1.3333334,1,1,4,1,40,4,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,4,0,1,1,4.0,0,2,2,0,2,2,0,4,4,9,1,0,0,0,0,4,0,11.5,3,1.3333334,1,1,4,1,64,4,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,4,0,1,1,4.0,0,2,2,0,2,2,0,4,4,16,1,0,0,0,0,4,0,11.5,3,1.3333334,1,1,4,1,41,4,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,4,0,1,1,4.0,0,2,2,0,2,2,0,4,4,6,1,0,1,0,0,4,0,11.5,3,1.3333334,1,1,4,1,63,4,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,4,0,1,1,0.0,1,1,2,0,1,1,1,2,3,2,1,0,0,1,1,2,0,6.0,2,1.5,0,1,2,1,9,4,0.333333333333,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,4,0,1,1,0.0,1,1,2,0,1,1,1,2,3,6,1,0,1,0,1,2,0,6.0,2,1.5,0,1,2,1,24,4,0.333333333333,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,4,0,1,1,0.0,1,1,2,0,1,1,1,2,3,6,1,0,0,0,1,2,0,6.0,2,1.5,0,1,2,1,40,4,0.333333333333,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,4,0,1,1,0.0,1,1,2,0,1,1,1,2,3,18,1,0,0,0,1,2,0,17.5,2,1.5,1,1,2,1,37,4,0.333333333333,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,4,0,1,1,0.0,1,1,2,0,1,1,1,2,3,17,1,0,1,0,1,2,0,17.5,2,1.5,1,1,2,1,35,4,0.333333333333,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,4,0,1,1,0.0,1,1,2,0,1,1,1,2,3,0,1,0,0,1,1,2,0,17.5,2,1.5,1,1,2,1,2,4,0.333333333333,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,6,0,1,1,1.0,0,0,0,0,1,1,0,1,1,11,1,0,1,0,0,1,1,11.0,3,0.33333334,0,1,1,1,69,4,1.0,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,5,0,1,1,0.0,1,2,3,0,1,1,1,3,4,10,1,0,0,0,3,1,0,21.0,2,2.0,0,0,1,1,18,3,0.25,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,5,0,1,1,0.0,1,2,3,0,1,1,1,3,4,6,1,0,0,0,3,1,0,21.0,2,2.0,0,0,1,1,14,3,0.25,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,5,0,1,1,0.0,1,2,3,0,1,1,1,3,4,4,1,0,0,0,3,1,0,21.0,2,2.0,0,0,1,1,10,3,0.25,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,5,0,1,1,0.0,1,2,3,0,1,1,1,3,4,11,1,0,1,0,3,1,0,21.0,2,2.0,0,0,1,1,39,3,0.25,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,7,0,1,0,1.0,1,0,1,0,1,1,1,1,2,9,1,0,1,0,1,1,0,9.0,3,0.66666669,0,0,2,1,40,4,0.5,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,7,0,1,0,1.0,1,0,1,0,1,1,1,1,2,3,1,0,0,0,1,1,0,9.0,3,0.66666669,0,0,2,1,10,4,0.5,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,5,0,1,1,2.0,0,1,1,1,2,3,1,3,4,11,1,0,1,0,2,2,0,13.0,2,2.0,0,0,3,1,33,4,0.25,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,5,0,1,1,2.0,0,1,1,1,2,3,1,3,4,15,1,0,0,0,2,2,0,13.0,2,2.0,0,0,3,1,30,4,0.25,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,5,0,1,1,2.0,0,1,1,1,2,3,1,3,4,0,1,0,1,1,2,2,0,13.0,2,2.0,0,0,3,1,5,4,0.25,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,5,0,1,1,2.0,0,1,1,1,2,3,1,3,4,6,1,0,1,0,2,2,0,13.0,2,2.0,0,0,3,1,13,4,0.25,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,5,0,1,1,1.0,0,2,2,0,1,1,0,3,3,10,1,0,0,0,1,2,0,16.0,3,1.0,0,0,3,1,22,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,5,0,1,1,1.0,0,2,2,0,1,1,0,3,3,14,1,0,1,0,1,2,0,16.0,3,1.0,0,0,3,1,53,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,5,0,1,1,1.0,0,2,2,0,1,1,0,3,3,8,1,0,0,0,1,2,0,16.0,3,1.0,0,0,3,1,18,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,3,0,1,1,0.0,2,0,2,1,1,2,3,1,4,0,1,0,1,1,3,1,0,7.0,2,2.0,0,1,1,1,4,1,0.75,1.33333333333,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,3,0,1,1,0.0,2,0,2,1,1,2,3,1,4,0,1,0,0,1,3,1,0,7.0,2,2.0,0,1,1,1,7,1,0.75,1.33333333333,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,3,0,1,1,0.0,2,0,2,1,1,2,3,1,4,1,1,0,0,1,3,1,0,7.0,2,2.0,0,1,1,1,8,1,0.75,1.33333333333,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,3,0,1,1,0.0,2,0,2,1,1,2,3,1,4,7,1,0,1,0,3,1,0,7.0,2,2.0,0,1,1,1,31,1,0.75,1.33333333333,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,7,0,1,1,2.0,0,2,2,0,1,1,0,3,3,11,1,0,0,0,0,3,0,11.333333,4,0.75,1,1,3,1,32,4,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,7,0,1,1,2.0,0,2,2,0,1,1,0,3,3,9,1,0,1,0,0,3,0,11.333333,4,0.75,1,1,3,1,54,4,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,7,0,1,1,2.0,0,2,2,0,1,1,0,3,3,14,1,0,0,0,0,3,0,11.333333,4,0.75,1,1,3,1,26,4,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,5,0,1,1,0.0,1,2,3,0,2,2,1,4,5,6,1,0,1,0,1,4,1,11.25,3,1.6666666,0,1,4,1,69,4,0.4,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,5,0,1,1,0.0,1,2,3,0,2,2,1,4,5,11,1,0,1,0,1,4,1,11.25,3,1.6666666,0,1,4,1,35,4,0.4,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,5,0,1,1,0.0,1,2,3,0,2,2,1,4,5,0,1,0,0,1,1,4,1,11.25,3,1.6666666,0,1,4,1,0,4,0.4,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,5,0,1,1,0.0,1,2,3,0,2,2,1,4,5,17,1,0,0,0,1,4,1,11.25,3,1.6666666,0,1,4,1,45,4,0.4,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,5,0,1,1,0.0,1,2,3,0,2,2,1,4,5,11,1,0,0,0,1,4,1,11.25,3,1.6666666,0,1,4,1,33,4,0.4,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,2,0,1,1,0.0,2,0,2,0,1,1,2,1,3,1,0,0,0,1,2,1,0,5.0,1,3.0,0,0,1,1,8,1,0.666666666667,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,2,0,1,1,0.0,2,0,2,0,1,1,2,1,3,0,0,0,0,1,2,1,0,5.0,1,3.0,0,0,1,1,3,1,0.666666666667,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,2,0,1,1,0.0,2,0,2,0,1,1,2,1,3,5,0,0,1,0,2,1,0,5.0,1,3.0,0,0,1,1,30,1,0.666666666667,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,2,0,1,0,0.0,0,1,1,0,1,1,0,2,2,5,0,0,1,0,0,2,0,5.0,1,2.0,0,0,1,1,50,2,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,2,0,1,0,0.0,0,1,1,0,1,1,0,2,2,5,0,0,0,0,0,2,0,5.0,1,2.0,0,0,1,1,22,2,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,3,0,1,1,0.0,0,0,0,0,1,1,0,1,1,6,0,0,1,0,0,1,1,6.0,1,1.0,0,0,1,1,70,3,1.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,6,0,1,1,0.0,0,4,4,0,3,3,0,7,7,6,0,0,0,0,3,4,0,7.25,4,1.75,0,0,2,1,19,3,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,6,0,1,1,0.0,0,4,4,0,3,3,0,7,7,6,0,0,1,0,3,4,0,7.25,4,1.75,0,0,2,1,23,3,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,6,0,1,1,0.0,0,4,4,0,3,3,0,7,7,0,0,0,0,0,3,4,0,7.25,4,1.75,0,0,2,1,35,3,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,6,0,1,1,0.0,0,4,4,0,3,3,0,7,7,6,0,0,0,0,3,4,0,7.25,4,1.75,0,0,2,1,25,3,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,6,0,1,1,0.0,0,4,4,0,3,3,0,7,7,9,0,0,0,0,3,4,0,7.25,4,1.75,0,0,2,1,18,3,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,6,0,1,1,0.0,0,4,4,0,3,3,0,7,7,6,0,0,1,0,3,4,0,7.25,4,1.75,0,0,2,1,16,3,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,6,0,1,1,0.0,0,4,4,0,3,3,0,7,7,2,0,0,1,0,3,4,0,7.25,4,1.75,0,0,2,1,46,3,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,5,0,1,1,0.0,0,2,2,0,1,1,0,3,3,11,1,0,0,0,1,2,0,15.5,3,1.0,0,1,3,1,52,4,0.0,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,5,0,1,1,0.0,0,2,2,0,1,1,0,3,3,11,1,0,1,0,1,2,0,15.5,3,1.0,0,1,3,1,48,4,0.0,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,5,0,1,1,0.0,0,2,2,0,1,1,0,3,3,9,1,0,0,0,1,2,0,15.5,3,1.0,0,1,3,1,18,4,0.0,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,7,0,1,1,5.0,1,2,3,0,1,1,1,3,4,4,1,0,0,0,2,2,0,10.5,4,1.0,0,0,5,1,11,4,0.25,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,7,0,1,1,5.0,1,2,3,0,1,1,1,3,4,10,1,0,0,0,2,2,0,10.5,4,1.0,0,0,5,1,16,4,0.25,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,7,0,1,1,5.0,1,2,3,0,1,1,1,3,4,6,1,0,0,0,2,2,0,10.5,4,1.0,0,0,5,1,41,4,0.25,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,7,0,1,1,5.0,1,2,3,0,1,1,1,3,4,15,1,0,1,0,2,2,0,10.5,4,1.0,0,0,5,1,41,4,0.25,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,6,0,1,1,1.0,0,0,0,0,1,1,0,1,1,15,1,0,1,0,0,1,0,15.0,3,0.33333334,0,0,1,1,34,4,0.0,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,1,0,1,0,0.0,0,1,1,0,0,0,0,1,1,2,1,0,0,0,0,1,1,2.0,1,1.0,0,0,0,1,83,4,1.0,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,4,0,1,1,0.0,0,1,1,0,0,0,0,1,1,8,0,0,0,0,0,1,0,8.0,2,0.5,0,0,1,1,54,4,0.0,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,4,0,1,1,0.0,0,1,1,0,1,1,0,2,2,11,1,0,0,0,0,2,0,8.0,2,1.0,0,1,2,1,29,4,0.0,1.66666666667,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,4,0,1,1,0.0,0,1,1,0,1,1,0,2,2,5,1,0,1,0,0,2,0,8.0,2,1.0,0,1,2,1,62,4,0.0,1.66666666667,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,5,0,1,1,0.0,0,0,0,0,1,1,0,1,1,15,1,0,1,0,0,1,1,15.0,2,0.5,0,0,1,1,68,4,1.0,1.33333333333,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,4,0,1,1,0.0,1,1,2,2,2,4,3,3,6,3,0,0,0,0,4,2,0,7.5,4,1.5,0,0,3,1,11,2,0.5,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,4,0,1,1,0.0,1,1,2,2,2,4,3,3,6,0,0,0,1,1,4,2,0,7.5,4,1.5,0,0,3,1,1,2,0.5,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,4,0,1,1,0.0,1,1,2,2,2,4,3,3,6,8,0,0,1,0,4,2,0,7.5,4,1.5,0,0,3,1,16,2,0.5,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,4,0,1,1,0.0,1,1,2,2,2,4,3,3,6,6,0,0,1,0,4,2,0,7.5,4,1.5,0,0,3,1,33,2,0.5,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
